,index,Tahun,Comments,preprocessed,tokenize_text,label,score
737,899,2023,  bang kemas the best ğ???,bang kemas the best wajah gembira urai air mata,"['bang', 'kemas', 'the', 'best', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
738,900,2023,Banh ati ati takutnya di perkosa nantii bahaya ğ??¢ğ??¢,banh ati ati takut perkosa bahaya wajah menang wajah menang,"['banh', 'ati', 'ati', 'takut', 'perkosa', 'bahaya', 'wajah', 'menang', 'wajah', 'menang']",negatif,-12
739,901,2023,Komen aja,komen,['komen'],netral,0
740,903,2023,"gk heran, kemas dri dulu kek gitu ğ??¿",heran kemas kayak moa,"['heran', 'kemas', 'kayak', 'moa']",negatif,-1
741,904,2023,  jir diliat istrinya ahhaha,jir istri ahhaha,"['jir', 'istri', 'ahhaha']",negatif,-3
742,905,2023,Mau dong bang ikutan challenge nya  ,bang ikut challenge nya,"['bang', 'ikut', 'challenge', 'nya']",negatif,-1
743,907,2023,"Klakuan lo kemaz,,dr jaman skolah SMA sekelas g ada rubah nya",laku lo kemaz dari jaman sekolah kelas rubah nya,"['laku', 'lo', 'kemaz', 'dari', 'jaman', 'sekolah', 'kelas', 'rubah', 'nya']",negatif,-2
744,908,2023,"Gua suka bang kemas tuh yah kaya gini, dari dulu wkwkğ???",gua suka bang kemas tuh ya kayak wkwk wajah gembira urai air mata,"['gua', 'suka', 'bang', 'kemas', 'tuh', 'ya', 'kayak', 'wkwk', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
745,911,2023,Bismillah mau nekat pilox baju koh ricci TF 1Jt. Bismillah ketemu langsung coret!!.,bismillah nekat pilox baju koh ricci tf jt bismillah ketemu langsung coret,"['bismillah', 'nekat', 'pilox', 'baju', 'koh', 'ricci', 'tf', 'jt', 'bismillah', 'ketemu', 'langsung', 'coret']",positif,13
746,912,2023,  tengokk,tengok,['tengok'],netral,0
747,913,2023,semangat yo,semangat ya,"['semangat', 'ya']",positif,3
748,914,2023,Bismillah hadir selalu,bismillah hadir,"['bismillah', 'hadir']",positif,3
749,916,2023,Yg dri lumajang selalu hadir kak,lumajang hadir kak,"['lumajang', 'hadir', 'kak']",negatif,-1
750,917,2023,Kmas bilekk: santaii dulu ga si,kmas bilek santai sih,"['kmas', 'bilek', 'santai', 'sih']",positif,2
751,918,2023,Nyali   udh gk ush di ragu kan lagi,nyali ragu,"['nyali', 'ragu']",negatif,-2
752,920,2023,  semoga aja keciduk bng dpet rezekinya Amin,moga ciduk bang dpet rezeki amin,"['moga', 'ciduk', 'bang', 'dpet', 'rezeki', 'amin']",positif,4
753,922,2023,Kok gua sange yah liat a kemas?!,gua sange ya lihat a kemas,"['gua', 'sange', 'ya', 'lihat', 'a', 'kemas']",negatif,-1
754,923,2023,kayak pak Ahok,kayak ahok,"['kayak', 'ahok']",negatif,-3
755,924,2023,Salah Chalenge Kalo Ke Kemas Mah,salah chalenge kalo kemas mah,"['salah', 'chalenge', 'kalo', 'kemas', 'mah']",negatif,-3
756,925,2023,Kocaaaaakkk ko ğ???ğ???ğ???ğ???,kocaak wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['kocaak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
757,926,2023,kesenengan dia mah di kasih challenge ituğ?¤£ğ?¤£,neng mah kasih challenge tertawa terbahakbahak tertawa terbahakbahak,"['neng', 'mah', 'kasih', 'challenge', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,17
758,927,2023,Nyali bang   the best sih ğ?¤©ğ???,nyali bang the best sih wajah dengan mata bentuk bintang angkat tangan,"['nyali', 'bang', 'the', 'best', 'sih', 'wajah', 'dengan', 'mata', 'bentuk', 'bintang', 'angkat', 'tangan']",positif,7
759,928,2023,Ga ada duanya kl hal beginian ğ?¤£  ,dua kalo tertawa terbahakbahak,"['dua', 'kalo', 'tertawa', 'terbahakbahak']",positif,3
760,930,2023,Kalo ga berani mah bukan kemaz pake z ğ???,kalo berani mah kemaz pakai wajah senyum lebar dan mata tutup,"['kalo', 'berani', 'mah', 'kemaz', 'pakai', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup']",negatif,-3
761,931,2023,Asli gokil nih orang ğ??¥,asli gila nih orang api,"['asli', 'gila', 'nih', 'orang', 'api']",positif,3
762,935,2023,mantap kaliğ???ğ???,mantap kali wajah gembira urai air mata wajah gembira urai air mata,"['mantap', 'kali', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,3
763,936,2023,Gilakk idola satu ini,gila idola,"['gila', 'idola']",negatif,-4
764,938,2023,Sekali2.. Pura2 gandeng pacar orang trus ajak keliling mall,purapura gandeng pacar orang ajak keliling mal,"['purapura', 'gandeng', 'pacar', 'orang', 'ajak', 'keliling', 'mal']",netral,0
765,939,2023,DORA THE MOVIEğ??¥,dora the movie api,"['dora', 'the', 'movie', 'api']",positif,2
766,942,2023,Cuma bisa liat orang pada dapat hadiah ğ???ğ???,lihat orang hadiah wajah gembira urai air mata wajah gembira urai air mata,"['lihat', 'orang', 'hadiah', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,2
767,944,2023,"Pp,  pegi pagi pulang petang peti pitek",p pegi pagi pulang petang peti pitek,"['p', 'pegi', 'pagi', 'pulang', 'petang', 'peti', 'pitek']",netral,0
768,950,2023,Pas kak vilmie komentar abang respon kenapa saya tidak pernah di responğ?¥º,pas kak vilmie komentar abang respon respon wajah memelas,"['pas', 'kak', 'vilmie', 'komentar', 'abang', 'respon', 'respon', 'wajah', 'memelas']",positif,7
769,951,2023,5 bg,bang,['bang'],netral,0
771,953,2023,JELEK SEMUAAğ??®,jelek wajah dengan mulut buka,"['jelek', 'wajah', 'dengan', 'mulut', 'buka']",negatif,-6
772,954,2023,  no 5 bismillah 500 bang buat beli berassss ğ??ğ??ğ??ğ??ğ??ğ??ğ??,no bismillah bang beli beras wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia,"['no', 'bismillah', 'bang', 'beli', 'beras', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,24
773,956,2023,Orang random di kasih ipon giliran polowers jauh g pernah dapatğ??¢,orang random kasih ipon gilir polowers wajah menang,"['orang', 'random', 'kasih', 'ipon', 'gilir', 'polowers', 'wajah', 'menang']",negatif,-4
774,958,2023,Bang mau iPhone,bang iphone,"['bang', 'iphone']",netral,0
775,961,2023,7 bang,bang,['bang'],netral,0
776,967,2023,Mau taun baru model rambut Baru nih bng ğ??¥ğ??¥ ,model rambut nih bang api api,"['model', 'rambut', 'nih', 'bang', 'api', 'api']",positif,7
777,968,2023,"  Bang samperin aku dong ke duckking lippo mall puri,",bang samperin duckking lippo mal puri,"['bang', 'samperin', 'duckking', 'lippo', 'mal', 'puri']",netral,0
780,971,2023,5 gpp,gp,['gp'],netral,0
781,973,2023,5  harus 5barabaranya  biyar di kasi duit,barabaranya biyar kasih duit,"['barabaranya', 'biyar', 'kasih', 'duit']",positif,1
782,975,2023,5 sih,sih,['sih'],netral,0
783,976,2023,5 kak,kak,['kak'],netral,0
785,978,2023,Kak vilmei komen di vidio abang,kak vilmei komen vidio abang,"['kak', 'vilmei', 'komen', 'vidio', 'abang']",netral,0
786,980,2023,Bang ud centang biru tu,bang centang biru,"['bang', 'centang', 'biru']",negatif,-5
787,981,2023,5 sii,sih,['sih'],netral,0
788,983,2023,"Giliran Komenan sesama seleb di Respont, Tapi untuk Orang biasa mah B ajağ???",gilir komentar seleb respont orang mah b wajah gembira urai air mata,"['gilir', 'komentar', 'seleb', 'respont', 'orang', 'mah', 'b', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
789,989,2023,5 bbg,bbg,['bbg'],netral,0
790,990,2023,Bismilah dapet iphoneeğ??¥,bismilah iphone api,"['bismilah', 'iphone', 'api']",positif,2
791,991,2023,5 bng,bang,['bang'],netral,0
792,992,2023,7 sii,sih,['sih'],netral,0
794,996,2023,Bang ricci adakah iPhone buat aku.  Udah paket lengkap nih ğ?? buat followers nya masak nggak di kasih ğ??ğ??,bang ricci ada iphone paket lengkap nih wajah senyum lebar mata hati followers nya masak kasih wajah senyum lebar mata hati wajah senyum lebar mata hati,"['bang', 'ricci', 'ada', 'iphone', 'paket', 'lengkap', 'nih', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'followers', 'nya', 'masak', 'kasih', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,2
796,1001,2023,100 aja bang,bang,['bang'],netral,0
797,1003,2023,5 kren,keren,['keren'],netral,0
798,1004,2023,5 aj bang,bang,['bang'],netral,0
799,1005,2023,Mudhan dpt rezeki sptu sepak bola.. aamiin,mudhan rezeki sptu sepak bola amin,"['mudhan', 'rezeki', 'sptu', 'sepak', 'bola', 'amin']",netral,0
800,1007,2023,Lucu bangettt ci vilmeyy,lucu banget ci vilmey,"['lucu', 'banget', 'ci', 'vilmey']",positif,1
801,1008,2023,5 aja bang ganteng,bang ganteng,"['bang', 'ganteng']",netral,0
802,1009,2023,Aku mau donk.ka..aku blom.pernah dpet rejeki nih buat bayar utank" aku....ğ??­ğ??­ğ??­,dongkak belumpernah dpet rejeki nih bayar utank wajah menang keras wajah menang keras wajah menang keras,"['dongkak', 'belumpernah', 'dpet', 'rejeki', 'nih', 'bayar', 'utank', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-1
803,1011,2023,folowers baru dpet iphone gk nih bang,folowers dpet iphone nih bang,"['folowers', 'dpet', 'iphone', 'nih', 'bang']",netral,0
804,1012,2023,Aku mau doang Ip,doang ip,"['doang', 'ip']",netral,0
805,1013,2023,Bang give hp ip bang,bang give hp ip bang,"['bang', 'give', 'hp', 'ip', 'bang']",netral,0
807,1015,2023,"Bismillah, semoga dapet rezeki di sinih ğ??â¤ï¸",bismillah moga rezeki sih wajah senyum lebar mata hati hati merah,"['bismillah', 'moga', 'rezeki', 'sih', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'merah']",positif,8
808,1016,2023,Bismillah follow,bismillah follow,"['bismillah', 'follow']",positif,4
809,1018,2023,Kapan loe nikah sama TIRA take me out.   setingan gak si. Kok gak ada foto2 mesranyağ???ğ???ğ???ğ???,lo nikah tira take me out ting sih fotofoto mesra wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['lo', 'nikah', 'tira', 'take', 'me', 'out', 'ting', 'sih', 'fotofoto', 'mesra', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
810,1019,2023,Kemedan donk Koko,medan koko,"['medan', 'koko']",netral,0
811,1020,2023,Bang no five aja bang,bang no five bang,"['bang', 'no', 'five', 'bang']",netral,0
812,1021,2023,4 az,az,['az'],netral,0
814,1024,2023,5 aja ya bagus dan keren,ya bagus keren,"['ya', 'bagus', 'keren']",negatif,-2
815,1026,2023,Alah bukan 7aja,alah aja,"['alah', 'aja']",negatif,-4
816,1028,2023,Bg mau hp android buat sekolah ğ??¢ğ??¢,bang hp android sekolah wajah menang wajah menang,"['bang', 'hp', 'android', 'sekolah', 'wajah', 'menang', 'wajah', 'menang']",positif,1
817,1029,2023,Tuh in dr awal juga no 5 ğ??¥ğ??¥,tuh no api api,"['tuh', 'no', 'api', 'api']",positif,4
818,1030,2023,Kak kapan ke lippo mall puri lagii pngen fto barengğ??¢,kak lippo mal puri pengin foto bareng wajah menang,"['kak', 'lippo', 'mal', 'puri', 'pengin', 'foto', 'bareng', 'wajah', 'menang']",positif,2
819,1031,2023,5 keren bgt,keren banget,"['keren', 'banget']",netral,0
820,1032,2023,Pengen bgt di belin belanja ka ka rici,pengin banget bin belanja kak kak rici,"['pengin', 'banget', 'bin', 'belanja', 'kak', 'kak', 'rici']",negatif,-1
821,1033,2023,Pengen bgt ketmu ka riicii,pengin banget ketmu kak riici,"['pengin', 'banget', 'ketmu', 'kak', 'riici']",netral,0
822,1034,2023,5 bang,bang,['bang'],netral,0
823,1035,2023,Info loker dong bang,info loker bang,"['info', 'loker', 'bang']",negatif,-3
824,1036,2023,Kak ricci sang dermawan mohon bantuannya kak 10jta aja kak buat bayar hutang kak karena saya korban penipuan kak mohon bantuannya kak ğ??ğ??ğ??ğ??,kak ricci sang dermawan mohon bantu kak jta kak bayar hutang kak korban tipu kak mohon bantu kak lipat tangan lipat tangan lipat tangan lipat tangan,"['kak', 'ricci', 'sang', 'dermawan', 'mohon', 'bantu', 'kak', 'jta', 'kak', 'bayar', 'hutang', 'kak', 'korban', 'tipu', 'kak', 'mohon', 'bantu', 'kak', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",negatif,-9
825,1038,2023,  kayak gojo kolong jembatan,kayak gojo kolong jembatan,"['kayak', 'gojo', 'kolong', 'jembatan']",negatif,-7
826,1039,2023,Bner kn no 5 Wili ma vilmei jah stju bng wkwkw,no wili vilmei jah tuju bang wkwkw,"['no', 'wili', 'vilmei', 'jah', 'tuju', 'bang', 'wkwkw']",negatif,-1
827,1040,2023,5 bgs bang,bagus bang,"['bagus', 'bang']",negatif,-2
828,1041,2023,Jarang yg dapat orang luar paleng kebanyakan orang jabodetabek... Kasian yg daerah lain nya percuma,jarang orang paleng banyak orang jabodetabek kasihan daerah nya,"['jarang', 'orang', 'paleng', 'banyak', 'orang', 'jabodetabek', 'kasihan', 'daerah', 'nya']",positif,1
829,1042,2023,Aku mah koment andai sj dapet rijki dri dek ricci .. tapi mungkin gk iya ğ?¥º,mah komentar andai rijki dek ricci iya wajah memelas,"['mah', 'komentar', 'andai', 'rijki', 'dek', 'ricci', 'iya', 'wajah', 'memelas']",positif,2
830,1043,2023,Yg belom follow pada dapet yg udh mana nih belom dapet,follow nih,"['follow', 'nih']",netral,0
831,1044,2023,"  kmarin sya dapat chat di IG katanya sya dapat hp iPhone suruh byr ongkir 50 RB,itu beneran GK sih,atw modus.",kemarin chat ig hp iphone suruh byr ongkir ribu benar sih modus,"['kemarin', 'chat', 'ig', 'hp', 'iphone', 'suruh', 'byr', 'ongkir', 'ribu', 'benar', 'sih', 'modus']",negatif,-4
832,1045,2023,5 emang keren bang,keren bang,"['keren', 'bang']",netral,0
834,1048,2023,KK ...saya blom pernah dpt hadia de KK,hadia deh,"['hadia', 'deh']",netral,0
835,1049,2023,Yg terakhir keren ka,keren kak,"['keren', 'kak']",netral,0
836,1050,2023,Bismillah paket lengkap,bismillah paket lengkap,"['bismillah', 'paket', 'lengkap']",positif,7
837,1051,2023,7 aja bang,bang,['bang'],netral,0
838,1052,2023,Kecewa sih guee malah ngikutin kaya wili padahal no 7 kece habis kece guee bang,kecewa sih gue ikut kayak wili no kece habis kece gue bang,"['kecewa', 'sih', 'gue', 'ikut', 'kayak', 'wili', 'no', 'kece', 'habis', 'kece', 'gue', 'bang']",negatif,-2
839,1053,2023,5 mantap,mantap,['mantap'],positif,5
840,1054,2023,"Assalamualaikum
Saya disabilitas tuna rungu maaf 
Tolong mohon aku belum beli hp baru android kasih hadiah dengan mama 
Dia mama kerja jual warung dalam hidup tidak punya hp sabar lagi 
Mohon bantu sama  ",assalamualaikum disabilitas tuna rungu maaf tolong mohon beli hp android kasih hadiah mama mama kerja jual warung hidup hp sabar mohon bantu,"['assalamualaikum', 'disabilitas', 'tuna', 'rungu', 'maaf', 'tolong', 'mohon', 'beli', 'hp', 'android', 'kasih', 'hadiah', 'mama', 'mama', 'kerja', 'jual', 'warung', 'hidup', 'hp', 'sabar', 'mohon', 'bantu']",positif,12
841,1056,2023,"Wihhh, mirip banget sama gojo yang di anime jujutsu kaisen ğ??ğ??ğ??",wih banget gojo anime jujutsu kaisen wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['wih', 'banget', 'gojo', 'anime', 'jujutsu', 'kaisen', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-3
842,1058,2023,Kek gojo satoruğ??,kayak gojo satoru wajah senyum lebar mata hati,"['kayak', 'gojo', 'satoru', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
843,1059,2023,Gapernah dilirik ama kknya,lirik kknya,"['lirik', 'kknya']",netral,0
844,1060,2023,Semoga dapet iPhone gratisğ???,moga iphone gratis wajah gembira urai air mata,"['moga', 'iphone', 'gratis', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,4
845,1061,2023,  Threads itu namanya,threads nama,"['threads', 'nama']",netral,0
846,1062,2023,Gilaa sih lu keren banget bang. Adakah seratusğ???,gila sih lu keren banget bang ada ratus wajah beri cium jauh,"['gila', 'sih', 'lu', 'keren', 'banget', 'bang', 'ada', 'ratus', 'wajah', 'beri', 'cium', 'jauh']",negatif,-4
847,1063,2023,lucu kali gayanyağ???,lucu kali gaya wajah gembira urai air mata,"['lucu', 'kali', 'gaya', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
848,1064,2023,"lahat apa bang ke atas, bidadarikah nagi 1 bamg ğ???",lahat bang bidadari nagi bamg wajah gembira urai air mata,"['lahat', 'bang', 'bidadari', 'nagi', 'bamg', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
849,1065,2023,Bismillahh bisa dapet iPhone,bismillah iphone,"['bismillah', 'iphone']",positif,4
850,1066,2023,"Bang aku g ngerti bahasa inggris,, cuma satu yg kuharapkan dpt iphone",bang erti bahasa inggris harap iphone,"['bang', 'erti', 'bahasa', 'inggris', 'harap', 'iphone']",negatif,-4
851,1067,2023,  Thankk youu for the invitationn kak ğ???,thank you for the invitation kak wajah senyum lebar dan mejam mata,"['thank', 'you', 'for', 'the', 'invitation', 'kak', 'wajah', 'senyum', 'lebar', 'dan', 'mejam', 'mata']",positif,3
852,1068,2023,"Yuhuuuui cryptomology sinyal future rungkad , yuhuuuuiuğ???ğ???ğ???",yuhuui cryptomology sinyal future rungkad yuhuuiu wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['yuhuui', 'cryptomology', 'sinyal', 'future', 'rungkad', 'yuhuuiu', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-3
853,1069,2023,"  ia kak dri dulu justru aku sukanya lihat mata agakÂ² sembab & wajahÂ² kelelahan aku suka ada pesona tersendiri gitu, kagum aja gitu",kak suka lihat mata agak sembab wajah lelah suka pesona sendiri kagum,"['kak', 'suka', 'lihat', 'mata', 'agak', 'sembab', 'wajah', 'lelah', 'suka', 'pesona', 'sendiri', 'kagum']",positif,8
854,1070,2023,   gpp tpi tetep ganteng wkwkğ???,gp ganteng wkwk wajah gembira urai air mata,"['gp', 'ganteng', 'wkwk', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
855,1071,2023,Keren ğ??,keren tepuk tangan,"['keren', 'tepuk', 'tangan']",positif,1
856,1072,2023,"  kayaknya belum deh, soalnya kan doi mles mandi atauu saking sibuknya jd lupa atau sengaja dilupa2in ğ?¤­",kayak deh doi mles mandi saking sibuk lupa sengaja dilupain wajah dengan tangan tutup mulut,"['kayak', 'deh', 'doi', 'mles', 'mandi', 'saking', 'sibuk', 'lupa', 'sengaja', 'dilupain', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut']",negatif,-19
857,1073,2023,"Jam 2 tgl 22 pendukung setia ni, hari minggu , ga Ketemuuuuu",jam tanggal dukung setia nih minggu ketemu,"['jam', 'tanggal', 'dukung', 'setia', 'nih', 'minggu', 'ketemu']",negatif,-3
858,1075,2023,Kk mau Hdianya dong,hdianya,['hdianya'],netral,0
859,1076,2023,  bg guee fans berat lohhh ni... Gak pernah dapet hadiah dari ABG.. gua selalu on teruss tauu liat konten luuğ?¥¹ğ???,bang gue fan berat loh nih hadiah abang gua on tau lihat konten lu wajah agak senyum,"['bang', 'gue', 'fan', 'berat', 'loh', 'nih', 'hadiah', 'abang', 'gua', 'on', 'tau', 'lihat', 'konten', 'lu', 'wajah', 'agak', 'senyum']",positif,5
860,1077,2023,Aaa kiyowo manusia satu ink,a kiyowo manusia ink,"['a', 'kiyowo', 'manusia', 'ink']",positif,3
861,1078,2023,Mau buat konten apa bank,konten bank,"['konten', 'bank']",netral,0
862,1079,2023,Hello bang,hello bang,"['hello', 'bang']",positif,2
863,1080,2023,Bang kok Alis kmu kyk pemeran papareheğ???,bang alis kayak per paparehe wajah lega,"['bang', 'alis', 'kayak', 'per', 'paparehe', 'wajah', 'lega']",negatif,-3
864,1081,2023,Thanks for coming   <3,thanks for coming,"['thanks', 'for', 'coming']",positif,3
865,1082,2023,Sukses kak   ğ??¥,sukses kak api,"['sukses', 'kak', 'api']",positif,5
866,1085,2023,Duh kok ga pake lipstik sih kan pucet di foto nya,duh pakai lipstik sih pucet foto nya,"['duh', 'pakai', 'lipstik', 'sih', 'pucet', 'foto', 'nya']",negatif,-1
867,1086,2023,meta apa bang meta ciki?,meta bang meta cik,"['meta', 'bang', 'meta', 'cik']",netral,0
